experiment_no,experiment_id,generated_at,dataset_fingerprint,champion_before,challenger_id,challenger_config_json,dev_champion_exact_nll,dev_challenger_exact_nll,dev_improvement,folds_won,worst_fold_regression,confirmation_run,confirmation_passed,audit_champion_exact_nll,audit_challenger_exact_nll,audit_improvement_report_only,decision,reason,champion_after
261,exp-0000261-057d57508959,2026-08-22T13:13:28+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-057d57508959,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1000, ""lr_c"": 0.5, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.926138189452131,-0.0129888843639811,0,0.0175260439949909,False,False,6.919173646423948,6.922864333923335,-0.0036906874993869,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
262,exp-0000262-cd7ed5603896,2026-08-22T13:13:38+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-cd7ed5603896,"{""evolution_rate"": 0.85, ""frequency_profile"": ""default"", ""half_life_draws"": 2000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 180, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.08}",6.91314930508815,6.925924838785441,-0.0127755336972912,1,0.0267200886964058,False,False,6.919173646423948,6.925007182280195,-0.0058335358562473,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
263,exp-0000263-078ce99140a9,2026-08-22T13:13:47+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-078ce99140a9,"{""evolution_rate"": 1.0, ""frequency_profile"": ""recent"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.02}",6.91314930508815,6.913453012744849,-0.0003037076566991,1,0.0028373348221482,False,False,6.919173646423948,6.9185308533132,0.0006427931107477,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
264,exp-0000264-cef8aeb8d000,2026-08-22T13:13:57+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-cef8aeb8d000,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.1, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913341599673814,-0.0001922945856636,2,0.002170870311593,False,False,6.919173646423948,6.922568508678969,-0.0033948622550212,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
265,exp-0000265-c18d63786cb3,2026-08-22T13:14:07+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-c18d63786cb3,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.55, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.920023882821067,-0.0068745777329173,1,0.0128519834810383,False,False,6.919173646423948,6.921747985433519,-0.0025743390095707,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
266,exp-0000266-25ed7985180f,2026-08-22T13:14:17+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-25ed7985180f,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.1, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.02}",6.91314930508815,6.915408246013356,-0.0022589409252056,1,0.0053514372155722,False,False,6.919173646423948,6.9177687662597,0.0014048801642481,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
267,exp-0000267-61fc12162dca,2026-08-22T13:14:28+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-61fc12162dca,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.08}",6.91314930508815,6.92438732788991,-0.0112380228017601,0,0.0184512193227925,False,False,6.919173646423948,6.928021568531385,-0.0088479221074369,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
268,exp-0000268-6955929f6078,2026-08-22T13:14:37+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-6955929f6078,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 120, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.917508603302014,-0.0043592982138642,0,0.0062777834610772,False,False,6.919173646423948,6.92978265920545,-0.0106090127815017,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
269,exp-0000269-572183b38282,2026-08-22T13:14:47+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-572183b38282,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913575724935401,-0.0004264198472512,1,0.0052148987374245,False,False,6.919173646423948,6.91872585860073,0.0004477878232176,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
270,exp-0000270-5eb3e96f610d,2026-08-22T13:14:58+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-5eb3e96f610d,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 120, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.934311447176143,-0.0211621420879932,0,0.0317950495336765,False,False,6.919173646423948,6.93637501339907,-0.0172013669751223,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
271,exp-0000271-fd61eea181ba,2026-08-22T13:15:08+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-fd61eea181ba,"{""evolution_rate"": 1.0, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 180, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912319963149017,0.0008293419391334,2,0.0036757298160265,False,False,6.919173646423948,6.918344487855549,0.0008291585683988,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
272,exp-0000272-095e8418a6f9,2026-08-22T13:15:18+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-095e8418a6f9,"{""evolution_rate"": 0.7, ""frequency_profile"": ""recent"", ""half_life_draws"": 750, ""lr_c"": 0.5, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.924810337489435,-0.0116610324012853,0,0.0213249136337196,False,False,6.919173646423948,6.933387827128327,-0.0142141807043785,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
273,exp-0000273-002b6ebe70df,2026-08-22T13:15:31+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-002b6ebe70df,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 1.0, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912908888301406,0.0002404167867444,2,0.0024821498978395,False,False,6.919173646423948,6.918697277404211,0.0004763690197373,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
274,exp-0000274-95e028c0c5ee,2026-08-22T13:15:41+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-95e028c0c5ee,"{""evolution_rate"": 1.0, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 120, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.920404329793062,-0.0072550247049116,1,0.0119512982997296,False,False,6.919173646423948,6.919999502793044,-0.0008258563690963,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
275,exp-0000275-2d25a3335814,2026-08-22T13:15:50+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-2d25a3335814,"{""evolution_rate"": 1.0, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 300, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.914599837902805,-0.0014505328146547,2,0.0068513443630333,False,False,6.919173646423948,6.924511150916065,-0.0053375044921173,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
276,exp-0000276-88369fc3e3d6,2026-08-22T13:16:02+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-88369fc3e3d6,"{""evolution_rate"": 1.0, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.9122801282524415,0.0008691768357085,2,0.0003363696856339,False,False,6.919173646423948,6.921222121783367,-0.0020484753594187,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
277,exp-0000277-d1c2df3aaf9e,2026-08-22T13:16:11+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-d1c2df3aaf9e,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.45, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 300, ""tree_estimators"": 120, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.919003621584373,-0.0058543164962232,0,0.0085083720732352,False,False,6.919173646423948,6.929981744306366,-0.0108080978824176,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
278,exp-0000278-cfe64093b8dc,2026-08-22T13:16:22+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-cfe64093b8dc,"{""evolution_rate"": 0.85, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 500, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.91368717752142,-0.00053787243327,2,0.0052973059881864,False,False,6.919173646423948,6.922757253456527,-0.0035836070325787,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
279,exp-0000279-d415cb100e13,2026-08-22T13:16:32+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-d415cb100e13,"{""evolution_rate"": 0.85, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912809356978943,0.0003399481092074,3,0.0,False,False,6.919173646423948,6.921966480205636,-0.0027928337816884,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
280,exp-0000280-a4fe8c25335c,2026-08-22T13:16:43+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-a4fe8c25335c,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.9125902777111365,0.0005590273770135,2,0.0020948209547455,False,False,6.919173646423948,6.9181765345706845,0.0009971118532634,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
281,exp-0000281-d698fefc50f3,2026-08-22T13:16:53+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-d698fefc50f3,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 750, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.08}",6.91314930508815,6.927483233437914,-0.0143339283497638,0,0.0242327536633588,False,False,6.919173646423948,6.927182293708003,-0.008008647284055,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
282,exp-0000282-51048c08648c,2026-08-22T13:17:05+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-51048c08648c,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.02}",6.91314930508815,6.9148844721061975,-0.0017351670180474,1,0.0071546068156287,False,False,6.919173646423948,6.918269202111565,0.0009044443123826,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
283,exp-0000283-a979d1f11796,2026-08-22T13:17:14+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-a979d1f11796,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 120, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.921645424235116,-0.0084961191469661,1,0.0140884092965372,False,False,6.919173646423948,6.925682092551609,-0.0065084461276612,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
284,exp-0000284-60521120245f,2026-08-22T13:17:23+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-60521120245f,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 2000, ""lr_c"": 0.5, ""markov_blend"": 0.55, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.923122538321974,-0.0099732332338238,0,0.0190707768644635,False,False,6.919173646423948,6.912446728081565,0.006726918342383,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
285,exp-0000285-02a7b255d3a0,2026-08-22T13:17:33+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-02a7b255d3a0,"{""evolution_rate"": 0.85, ""frequency_profile"": ""default"", ""half_life_draws"": 2000, ""lr_c"": 0.5, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.911393211908535,0.0017560931796154,1,0.0052908425916715,False,False,6.919173646423948,6.911214487910053,0.0079591585138949,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
286,exp-0000286-4a19249b7bb2,2026-08-22T13:17:44+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-4a19249b7bb2,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 750, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 320, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.9215746996784056,-0.0084253945902554,0,0.0147094438960806,False,False,6.919173646423948,6.92244074132497,-0.0032670949010222,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
287,exp-0000287-4705e5d3d7a1,2026-08-22T13:17:54+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-4705e5d3d7a1,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 3000, ""lr_c"": 0.5, ""markov_blend"": 0.55, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 120, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.924814327768434,-0.0116650226802841,0,0.0210099628451798,False,False,6.919173646423948,6.917459497036487,0.0017141493874612,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
288,exp-0000288-5b4547db442f,2026-08-22T13:18:03+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-5b4547db442f,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.1, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 20, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.912618099612089,0.0005312054760606,2,0.0021218116228958,False,False,6.919173646423948,6.918209475595368,0.0009641708285803,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
289,exp-0000289-5c70e53cc102,2026-08-22T13:18:15+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-5c70e53cc102,"{""evolution_rate"": 0.4, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913060358251538,8.894683661164748e-05,3,0.0,False,False,6.919173646423948,6.920652594404412,-0.0014789479804635,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
290,exp-0000290-43cd04cffc87,2026-08-22T13:18:27+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-43cd04cffc87,"{""evolution_rate"": 0.7, ""frequency_profile"": ""balanced"", ""half_life_draws"": 750, ""lr_c"": 1.0, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.02}",6.91314930508815,6.922261268681971,-0.0091119635938206,1,0.015883849972103,False,False,6.919173646423948,6.923645118517152,-0.0044714720932041,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
291,exp-0000291-b1541d4ce755,2026-08-22T13:18:37+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-b1541d4ce755,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 500, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.927374666708592,-0.0142253616204417,0,0.0220856232059905,False,False,6.919173646423948,6.923039233975254,-0.0038655875513056,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
292,exp-0000292-a86cd065de27,2026-08-22T13:18:47+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-a86cd065de27,"{""evolution_rate"": 0.7, ""frequency_profile"": ""recent"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 180, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.916698010520534,-0.0035487054323839,0,0.006807861248145,False,False,6.919173646423948,6.928153154314325,-0.0089795078903769,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
293,exp-0000293-6d9f15dc10f7,2026-08-22T13:18:59+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-6d9f15dc10f7,"{""evolution_rate"": 0.4, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 500, ""tree_estimators"": 320, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.919147565746695,-0.0059982606585453,0,0.0105943227081422,False,False,6.919173646423948,6.918153312768256,0.0010203336556919,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
294,exp-0000294-0acccf09ef6a,2026-08-22T13:19:11+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-0acccf09ef6a,"{""evolution_rate"": 0.55, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.913319594290658,-0.0001702892025079,2,0.0021340027693144,False,False,6.919173646423948,6.922089414886173,-0.0029157684622251,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
295,exp-0000295-434e7bf10d2e,2026-08-22T13:19:20+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-434e7bf10d2e,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.75, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 180, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.916116941082568,-0.0029676359944179,0,0.006145636265896,False,False,6.919173646423948,6.927543741834134,-0.0083700954101857,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
296,exp-0000296-b9e499a3b718,2026-08-22T13:19:29+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-b9e499a3b718,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 2000, ""lr_c"": 0.25, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 180, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.920962143005371,-0.0078128379172213,0,0.0180347345045834,False,False,6.919173646423948,6.91539306546194,0.0037805809620081,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
297,exp-0000297-3efd42b17d30,2026-08-22T13:19:40+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-3efd42b17d30,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 2000, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 1000, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.04}",6.91314930508815,6.925435989418823,-0.0122866843306725,1,0.0218617657726003,False,False,6.919173646423948,6.91966149371273,-0.0004878472887819,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
298,exp-0000298-3a86335cd1e3,2026-08-22T13:19:51+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-3a86335cd1e3,"{""evolution_rate"": 0.7, ""frequency_profile"": ""medium"", ""half_life_draws"": 1500, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 500, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.08}",6.91314930508815,6.9234694774761705,-0.0103201723880204,0,0.0183981605265124,False,False,6.919173646423948,6.925109400758061,-0.0059357543341134,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
299,exp-0000299-45f2dcddc2b6,2026-08-22T13:20:02+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-45f2dcddc2b6,"{""evolution_rate"": 0.85, ""frequency_profile"": ""balanced"", ""half_life_draws"": 750, ""lr_c"": 0.5, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 500, ""tree_estimators"": 240, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.923609748540424,-0.0104604434522741,0,0.0170986236809715,False,False,6.919173646423948,6.928157433035392,-0.0089837866114441,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
300,exp-0000300-8ab7378c0143,2026-08-22T13:20:12+09:00,d00cd33771798e2fda3b,champ-5c4ebf8f035b,chal-8ab7378c0143,"{""evolution_rate"": 0.7, ""frequency_profile"": ""default"", ""half_life_draws"": 1500, ""lr_c"": 0.25, ""markov_blend"": 0.65, ""random_state"": 42, ""top_k"": 20, ""transition_window"": 2000, ""tree_estimators"": 180, ""tree_min_leaf"": 8, ""validation_draws"": 1000, ""weight_temperature"": 0.01}",6.91314930508815,6.915308176767934,-0.002158871679784,0,0.0033123636673719,False,False,6.919173646423948,6.924515497183512,-0.0053418507595637,REJECTED,rejected: development improvement/consistency threshold not met,champ-5c4ebf8f035b
